S1M1	S2M1	S3M1	S4M1	S5M1	S6M1	S7M1	S8M1	S1M2	S2M2	S3M2	S4M2	S5M2	S6M2	S7M2	S8M2	S1M3	S2M3	S3M3	S4M3	S5M3	S6M3	S7M3	S8M3	S1M4	S2M4	S3M4	S4M4	S5M4	S6M4	S7M4	S8M4	S1M5	S2M5	S3M5	S4M5	S5M5	S6M5	S7M5	S8M5	S1M6	S2M6	S3M6	S4M6	S5M6	S6M6	S7M6	S8M6	S1M7	S2M7	S3M7	S4M7	S5M7	S6M7	S7M7	S8M7	S1M8	S2M8	S3M8	S4M8	S5M8	S6M8	S7M8	S8M8	y
-9	-15	0	11	-13	15	-6	-2	17	9	3	5	7	-30	-6	-14	-22	35	-18	-11	-19	24	0	8	28	-14	12	7	34	22	2	8	9	-5	-3	-8	-6	-5	1	-5	-4	-8	5	0	-16	-34	-4	2	-7	1	-6	2	-18	-19	0	3	39	8	-1	-8	-14	25	3	-6	papel
4	-3	-1	0	14	-2	0	-2	2	12	3	4	-1	4	2	2	0	7	0	-3	-22	19	4	2	-1	9	-3	4	15	-9	-4	-6	1	-1	3	2	-16	0	0	-4	-3	-3	-3	1	12	18	4	0	-6	-8	7	-6	-10	-12	-7	-3	-1	-1	2	2	1	26	3	0	papel
-8	9	13	2	-6	8	2	-4	-5	2	1	3	-7	-31	-10	-6	-3	-4	-3	-2	25	30	12	17	2	1	-1	-2	-12	-19	-4	-5	-1	4	-1	-2	-30	28	11	1	-10	8	0	-4	21	7	-1	12	7	-6	-4	0	-11	-14	2	-10	-8	11	4	-3	24	6	0	-10	papel
2	2	5	3	-44	-15	-3	4	-21	-5	-2	-2	5	-8	-4	-16	-4	2	3	4	9	-9	0	8	1	1	-1	-1	-23	-26	-2	6	-1	-1	-3	-2	18	3	-1	0	11	1	2	2	12	13	0	-5	-3	-3	-4	-7	-4	24	4	-2	7	-2	-1	-2	0	-6	-4	-1	tijeras
-10	20	-3	4	14	5	-3	-3	-27	1	15	8	15	-37	-3	3	-6	-58	-7	4	35	42	-3	1	-10	-8	2	0	-16	4	-2	18	8	-28	-1	-7	-6	5	-1	-7	13	19	-6	-4	3	7	-4	-4	-6	13	-2	-11	-7	-22	-5	-9	-5	-6	5	13	21	46	11	3	papel
30	8	-1	-9	3	20	62	-2	16	1	3	-7	-12	-9	60	17	59	0	0	3	4	0	-58	-12	-40	1	3	16	-4	-8	3	-1	22	1	2	3	-14	-15	-42	-8	38	5	-2	-18	12	6	4	0	-128	-9	-1	8	-3	-4	-55	-26	7	-6	-4	0	-7	-11	1	-23	piedra
7	31	3	2	5	8	0	-9	-5	5	0	-1	-2	-3	-2	-5	-8	-30	-8	-7	5	0	-6	-14	1	14	-2	-5	-21	-58	-6	1	4	-5	-6	-5	7	61	5	6	-6	0	7	14	17	20	-3	-19	-10	-23	-16	-3	13	0	-1	-15	11	11	17	12	-9	-39	4	24	papel
-1	-12	-8	-10	7	-3	-4	19	3	14	-2	0	8	-7	-1	-12	-7	-15	-1	1	-26	10	0	-3	8	8	0	0	25	11	0	-2	-7	8	2	-1	-26	-16	-2	-4	-9	-23	-1	0	12	23	-2	2	-1	9	-1	-2	-10	-30	-6	-2	3	-3	-4	-8	12	11	1	3	papel
56	-3	-6	6	-6	-1	100	82	-7	6	7	4	8	16	-42	-13	27	4	6	-2	24	-3	-40	6	-22	-4	-4	2	6	15	-21	18	-1	6	6	-2	-9	13	77	-38	3	-2	-5	-1	0	-8	-29	-7	-21	-6	-6	-4	-11	-13	29	17	22	1	-1	-1	6	0	-32	-28	piedra
49	-11	-2	-6	21	-23	14	6	34	20	3	-3	13	73	96	78	-11	17	5	0	11	25	25	-14	-2	-24	-9	-2	-3	4	-44	-3	-3	0	21	40	-3	-4	-42	-32	-81	-19	-9	-35	-27	-60	-128	-118	82	-5	-11	-13	22	38	115	100	21	10	11	7	20	58	57	72	piedra
22	36	-11	-5	10	14	-4	-4	-34	-36	-4	-5	-21	-12	-5	7	13	5	1	-2	2	-19	-4	-1	-4	24	-6	-2	-22	-38	2	3	62	34	12	12	45	30	5	9	-45	-44	-11	-8	-10	46	3	-8	-2	-23	-11	3	26	31	7	5	4	7	6	-3	-13	10	-4	2	papel
2	2	1	2	-16	-4	-4	-9	2	-5	-6	-6	15	21	1	1	-3	2	-2	2	26	25	2	0	16	0	-3	-14	-48	-13	3	9	-23	-2	2	10	-7	-14	-5	-19	-17	-5	1	-3	9	2	-8	-28	8	2	2	0	21	13	1	11	-5	1	-3	-7	-1	-14	-1	4	tijeras
5	-1	-3	-5	-16	-24	-2	5	7	-2	-2	0	11	21	3	1	0	8	6	2	-18	17	-1	-14	1	2	3	0	0	-10	6	-6	1	-4	0	0	-6	-10	-7	3	3	-2	-3	1	8	-3	-6	-1	-6	-3	-3	-3	3	-14	-2	1	0	-3	-2	-2	-3	13	-3	-14	ok
-1	2	7	5	-39	-47	7	3	-4	-6	-7	-9	27	24	-1	-1	2	3	2	3	-30	-23	-1	2	3	-3	0	4	-21	-23	-7	-7	8	0	3	3	-1	3	1	1	-10	-4	-5	-5	9	8	-1	-8	2	-4	-3	-6	39	36	-2	1	-5	-1	2	3	-47	-12	-5	-2	tijeras
-6	0	3	3	-1	-22	7	3	-9	6	1	-2	-41	-44	-1	-2	28	6	1	4	8	-4	-2	1	-6	-6	-3	-7	14	9	1	-4	6	-2	-2	0	-2	21	0	-5	-10	-1	-3	2	64	35	-3	7	-33	-12	-3	-6	6	26	0	-17	13	5	3	-1	-70	-55	1	20	tijeras
45	0	-1	-7	1	-6	76	5	43	1	-3	-4	1	15	15	14	-11	0	-3	1	-2	19	-18	9	7	-2	0	3	-3	-16	-60	-6	-25	0	4	15	6	-15	-10	-13	-10	5	4	-2	-10	-20	13	-14	3	-6	-8	-25	-4	12	35	30	-13	-2	-3	3	3	12	17	-5	piedra
-1	-3	-6	-2	4	7	-2	0	-5	-2	-4	-4	-5	-18	-2	-16	-25	-34	-2	3	5	9	-3	-22	-1	4	-1	2	-15	8	-3	1	-4	14	14	0	3	-39	-5	-7	4	-2	-14	-1	-28	3	3	2	-5	12	2	4	1	-22	2	-2	6	16	7	-10	13	26	-4	-12	papel
-4	-10	-2	6	-8	-8	4	-11	1	4	4	8	5	33	-2	-3	6	-4	-4	-6	5	18	6	4	-8	1	2	4	-10	-41	-15	-2	-5	-7	-4	-5	10	-26	-8	-15	-1	4	2	12	31	58	2	-8	7	1	-1	-6	-32	-38	19	15	7	1	-6	-10	5	-7	-9	-1	ok
-2	-2	-5	-5	-6	12	-5	-8	-21	1	1	3	0	-14	-7	-8	6	2	0	-2	-2	3	8	9	4	2	4	2	-24	-58	-12	-11	-1	0	-3	-5	7	-7	-5	-21	-9	2	3	7	27	85	9	0	-3	-5	-7	-9	-34	-58	-7	17	-5	2	6	9	25	60	14	9	ok
-16	-19	9	8	-4	3	-32	13	-32	-48	-16	-3	8	-14	-97	7	-13	-14	7	29	-11	0	26	-22	56	3	0	0	21	-21	36	16	1	16	-7	-17	-20	-1	-16	-33	-40	20	10	-2	-14	9	58	33	25	13	-3	7	-8	-28	-43	-7	-9	-6	-12	-20	9	-14	-67	-7	piedra
-6	9	4	-2	6	-21	-10	-16	-9	-7	-7	-5	6	-17	2	-14	14	25	5	6	-22	51	9	9	4	-17	-8	-3	11	-15	-7	5	6	4	-1	-4	-4	14	0	-4	-11	-9	-3	-2	16	-17	-3	1	-6	-5	-4	-3	-11	-19	2	-7	0	7	-5	-10	2	53	2	5	papel
-5	-1	0	-3	-72	-32	-5	3	21	1	1	4	6	-15	-6	-14	-6	0	0	-2	-3	-4	-4	-2	-8	-4	-2	-1	16	32	2	-3	9	1	0	0	17	-1	0	1	-15	-4	-4	-3	-13	0	-4	-1	25	2	-2	-3	-19	-5	-1	6	-4	-1	2	6	19	-8	-1	-7	tijeras
-22	-1	-2	-2	14	24	63	10	71	2	0	-2	-2	2	-15	-2	-36	-3	-2	-1	-10	-6	-40	-5	-4	-6	-2	0	-2	-4	-15	12	-5	-1	-3	1	16	-4	-21	-15	-9	-1	-1	-2	-14	-6	24	3	5	-1	-1	-7	-7	8	-13	1	3	0	0	-4	7	-2	-44	-10	piedra
-4	3	-2	-30	1	12	-7	-4	9	-1	1	4	2	13	-62	-6	-11	-6	-11	-8	-12	0	-26	-27	-9	-4	-6	3	11	-2	1	-27	-3	2	5	15	-2	-10	2	19	17	2	5	3	3	-10	41	7	-3	-6	-7	-11	-6	6	-30	8	-42	-6	-5	-8	-13	-22	-108	-60	piedra
-1	-1	-1	-1	3	17	-1	-6	6	1	2	5	-10	-41	-4	-7	-4	-5	-1	-3	-4	-9	2	1	-18	3	-3	0	2	8	-1	1	13	1	-1	-3	-15	-13	-1	4	-8	-1	1	1	21	28	3	0	12	1	-1	0	3	-2	0	-2	-20	-4	1	-2	-7	-4	-2	-4	tijeras
-7	-4	-6	-4	10	-2	-5	-2	2	0	-3	-9	-17	-3	0	-3	2	3	-2	-7	4	-18	3	14	-2	2	-1	-2	-4	-7	-13	-12	18	9	0	1	-1	-7	3	-9	-16	-13	-3	-8	-9	24	3	0	25	-1	5	10	34	-19	0	3	3	7	2	-1	-34	-2	-4	2	papel
5	26	6	6	5	3	30	9	-8	-17	-1	-1	-1	0	-22	-10	-3	-11	-5	6	25	-8	-2	-9	7	-1	-1	-4	-9	7	18	26	-56	10	0	1	-7	6	-30	7	70	9	-2	-3	-21	-21	-78	-15	-15	-10	6	12	33	14	71	0	-1	-2	-5	-10	5	17	-13	-11	piedra
-13	-9	1	3	26	14	-2	-15	-15	-1	-1	-1	0	-10	0	-1	-5	-7	-3	-1	-13	2	-3	5	1	0	-9	-4	-16	-14	-3	5	6	-9	9	-1	-6	-14	-2	7	-2	-6	-2	-3	-7	-2	5	10	-8	3	1	0	14	46	1	11	6	3	-3	0	-25	-14	3	16	papel
-24	29	8	-9	3	8	18	2	8	13	-1	1	-7	-6	67	18	31	1	-2	0	-4	20	-2	15	-11	-6	-2	1	5	-31	-12	-33	-14	14	-5	2	-12	43	-39	13	16	22	20	1	16	4	-12	-40	-20	-37	-12	13	-1	21	15	34	-2	-14	0	-17	0	-30	-32	-31	piedra
-13	6	-1	-14	-17	-12	-13	-2	-13	-5	-6	-15	5	-3	-24	-20	7	4	0	-1	-16	-2	19	2	-8	0	-1	6	19	-3	-1	10	-13	-10	-6	-10	-10	0	19	-2	32	2	4	11	-2	1	-6	1	-8	3	0	5	-20	-5	-18	-13	-27	-7	-1	-9	13	5	-2	7	piedra
-33	-1	0	6	-7	4	39	24	70	2	4	2	17	5	4	-23	-29	-2	-3	-2	-1	4	2	22	14	0	-2	5	-9	-3	21	-10	-16	-2	-2	1	3	1	-64	-25	-3	-1	1	4	12	12	51	33	-3	2	3	-1	10	3	86	-2	-21	-5	-5	-4	-12	4	-45	-24	piedra
-15	12	1	4	2	6	3	4	9	7	-5	-5	13	10	-4	-12	-7	-3	-5	-10	-26	-3	-1	2	2	-15	-4	6	31	-28	-3	-12	-34	-6	3	8	-39	-16	2	-6	30	9	3	10	7	21	-1	-4	2	-34	-5	8	3	27	0	-7	1	-3	9	-13	21	14	1	-2	papel
8	3	1	-3	-17	-29	7	22	-4	-8	-6	-1	11	3	9	-5	-16	-4	-3	-2	3	-68	-22	-14	11	-1	-1	-1	-23	4	-3	3	2	-5	0	-2	1	37	8	-20	13	1	1	2	25	39	-1	15	-13	7	0	-1	-8	5	1	7	31	5	1	-1	-12	-27	-5	3	ok
-11	14	-7	0	1	25	10	-24	-7	-7	-1	4	6	-5	-35	8	-10	-9	-6	-7	0	29	12	-9	-7	-8	3	2	-2	-21	11	5	-1	-12	-1	-1	0	1	-5	-3	-12	12	-1	-2	-8	13	11	-21	-5	6	-3	-1	-1	-8	-6	4	3	-5	-1	3	-1	-1	3	4	papel
27	3	0	-4	16	1	-2	-6	3	-1	1	1	-1	3	1	19	-12	-5	-2	-5	6	15	-2	-3	-3	0	1	2	-16	-16	0	-1	-1	-3	-2	-2	14	13	-2	2	0	0	3	5	-2	15	-2	-5	3	-1	-2	-10	-17	-19	3	-1	-5	-2	-1	-1	-6	2	-3	-5	tijeras
-1	5	-1	-2	0	11	4	4	-2	-8	-7	-8	2	-11	-5	-10	-4	-10	-4	-6	-11	-39	-1	1	-11	-4	3	8	28	50	3	-6	25	9	-1	0	3	0	-1	24	6	-11	-5	-5	4	-14	-4	-29	-6	0	1	3	-1	-2	7	32	-1	3	2	3	-12	-8	-4	-7	papel
5	0	1	-5	3	-6	-27	11	0	0	2	-1	7	-4	24	-7	-58	-2	-1	1	0	15	73	-6	64	0	2	9	-1	-1	-98	4	3	-1	-2	-9	1	9	109	25	4	-4	-7	-7	-8	7	-50	-32	-6	2	4	3	-9	-25	-40	8	-17	-4	-4	-3	12	0	-34	3	piedra
0	0	-3	-4	15	12	8	23	1	-3	-6	-6	-5	2	-6	1	-1	1	0	0	-21	-27	-3	-8	-7	-1	-1	-3	10	29	0	3	0	-4	-1	-4	11	-8	-1	-7	1	0	5	3	-11	-10	3	3	4	1	2	5	16	41	5	-2	-10	-1	-2	0	-15	-25	-13	-6	ok
18	0	1	13	-6	-4	-93	-4	11	1	2	0	24	6	104	1	13	0	-3	-20	-27	21	17	-14	-31	-5	-4	-4	13	-8	-29	18	-4	0	3	6	-16	-19	-21	20	-5	-7	-2	-3	8	-24	-51	-53	10	4	2	6	10	25	39	44	4	-4	0	10	-8	3	80	4	piedra
-5	9	-10	-4	-4	0	20	17	21	31	11	-4	-8	-5	-24	-12	-28	-30	-10	5	-1	-13	16	4	0	13	2	-1	3	5	8	-2	4	-8	9	11	4	-1	0	-7	2	-11	-11	-8	-7	-4	-8	-3	0	-13	-8	-8	-1	-17	-28	-3	-3	1	-9	1	0	0	-24	1	piedra
6	9	5	22	-1	-1	11	5	-13	-2	-2	-26	-1	-8	-14	-9	-2	-2	-1	4	-3	1	6	4	-8	-7	-4	-14	0	-1	1	1	-6	0	-3	-3	-11	0	-76	-40	9	-3	1	19	-16	-13	-2	47	-1	3	-2	0	15	6	92	-15	-9	-3	-2	-14	-5	11	31	11	piedra
0	-3	0	-1	32	23	4	5	-11	-1	-4	-1	-7	1	-5	-12	13	1	-3	-3	65	43	7	9	-12	0	1	3	-49	-23	-10	-7	-24	0	1	0	-40	-54	5	7	17	6	-1	-5	22	11	3	-7	3	-10	-2	-4	-7	9	-5	-3	10	0	-4	-1	52	42	5	-2	tijeras
54	-5	-6	2	8	0	-15	-12	2	-3	2	17	14	-5	25	20	-9	-2	-9	-30	-11	-21	-66	-22	10	6	4	4	9	40	68	8	-5	1	4	1	1	10	-34	7	-16	-3	1	3	4	-3	13	11	7	-3	-2	5	-2	-5	5	-18	5	-2	-2	-5	-3	-30	-26	-16	piedra
-4	-2	0	0	-13	-58	-11	5	-4	0	-4	-2	8	14	2	-8	-6	-4	-3	-1	-5	-3	3	-1	0	2	1	3	16	45	10	-13	0	-1	-5	-1	-12	-36	-13	-7	2	1	0	1	12	17	-10	29	5	1	2	0	-27	34	24	8	2	0	-2	0	4	-2	-4	-7	ok
-5	-18	-14	-6	17	-1	2	3	-13	7	6	5	-9	7	0	-21	-2	-8	-4	-8	-21	-18	1	5	-1	-3	-1	-3	19	13	-3	4	10	7	8	14	-15	-13	-2	-12	0	26	-6	-5	-1	-33	-3	-22	-5	-9	1	-3	15	27	5	-4	-4	-19	-1	-1	-6	7	1	6	papel
-10	-8	-12	-18	-15	2	-5	-15	1	1	-1	4	-3	-14	0	4	-18	-3	2	-5	16	-2	6	6	33	4	3	12	-9	-38	-15	11	-2	4	3	0	5	28	22	-6	-7	-3	4	14	-3	-71	10	2	0	1	-6	-24	23	22	-20	4	-16	-5	2	5	-20	24	1	-57	ok
-32	-27	-9	-12	-6	7	4	10	25	34	-5	-2	6	-29	-14	-40	-86	-11	34	14	1	34	1	27	2	-32	-7	-2	4	27	1	20	0	2	5	3	17	15	-3	-9	18	-13	-7	-9	-42	27	2	-6	13	46	-15	-4	-4	-39	-2	6	-10	0	7	13	-22	-31	-2	-3	papel
-26	1	2	6	5	-22	-3	-16	-9	-12	3	4	-1	3	1	-8	28	11	-2	-6	6	-15	-5	11	-14	3	-1	-2	-19	15	-3	0	6	-21	-12	-4	-7	3	6	-6	-3	2	2	3	14	-36	-4	10	-3	-8	3	0	-9	28	-3	-6	-7	45	-1	1	21	-6	4	-15	papel
-37	-20	-7	-2	-5	23	3	-8	4	-4	-4	-2	22	9	0	-22	3	10	-2	7	23	14	1	13	3	-13	-2	1	-15	-10	-2	7	20	50	-1	-4	-9	9	4	10	-11	-42	2	5	16	11	4	-19	0	-7	-3	-3	-27	-45	-15	-5	-17	16	-9	-19	-10	-4	3	-10	papel
-40	1	0	-1	-6	-12	-5	-27	55	5	2	-2	-6	19	1	17	-17	-1	0	1	0	-16	-2	-13	-4	1	0	-1	-6	3	3	4	1	-2	-1	0	10	6	1	6	-16	-5	1	-2	13	22	3	-8	0	0	-2	0	2	7	-2	-8	-3	3	1	3	-43	-61	-6	-7	tijeras
-16	4	3	1	8	-28	0	3	33	4	2	1	2	9	-3	-7	3	-3	-6	-8	-1	4	2	15	7	-2	-2	-3	-24	-9	-1	-8	-6	-3	-3	-1	0	-6	-4	-6	-29	-4	2	-2	-9	8	-2	-5	-2	0	-1	1	34	8	-3	-9	9	0	-1	-3	-12	13	0	1	tijeras
8	7	-1	-2	-13	6	-1	7	-4	-3	2	3	-4	-12	-4	-13	-5	2	2	-1	-12	-3	-2	-11	-13	-1	-1	0	-8	-9	-4	-5	4	0	0	0	27	24	2	4	33	-3	-3	-1	13	12	1	12	0	3	-1	2	-18	-8	0	1	-1	-1	0	-2	-8	0	-1	-9	tijeras
8	0	-3	1	21	22	-4	-14	-1	-4	-2	-6	-2	3	2	4	-11	-2	-1	-1	-8	-15	0	2	5	1	0	2	-28	20	-2	-9	-27	-5	1	2	0	-51	-2	-2	10	5	0	0	-12	-9	-3	4	1	1	-1	-1	-5	6	0	-2	2	-2	-2	-7	4	-10	1	4	tijeras
-8	1	4	2	6	1	-2	-5	12	10	0	-3	1	-6	-5	3	-7	-6	-2	1	-1	0	5	-6	-4	-2	-16	-8	2	-16	-6	-3	-3	11	14	1	-9	32	2	2	6	8	-1	4	29	2	1	4	1	2	8	10	-16	11	-8	-14	-23	-9	1	3	15	7	3	2	papel
-1	1	0	-4	-37	-6	-4	-8	4	-3	-4	-2	33	23	2	14	-2	0	0	3	13	-19	4	-3	-9	-2	-2	-1	1	-10	-6	-2	17	3	0	1	-4	3	5	3	0	-3	0	-1	2	3	-5	0	-6	-1	-3	-3	-14	18	8	1	6	-1	-3	-6	-1	-11	-4	0	ok
-4	-2	-2	2	14	-11	-6	-2	-5	-4	-4	-5	-2	-19	-10	-14	-2	1	0	-1	-13	20	10	0	-7	2	0	-1	9	-10	-15	-3	7	-2	2	0	7	7	0	1	-4	-3	1	2	1	5	0	1	2	-1	0	-1	1	1	9	8	-1	0	-1	0	-3	-1	4	4	ok
9	-2	-5	-7	6	-4	-4	6	-7	-3	-3	-4	-12	-3	0	-4	-18	-2	-2	-2	13	10	3	-6	-20	-11	-7	-11	-10	25	-4	4	-8	7	7	15	3	-40	-1	-8	58	8	-2	-4	6	16	2	11	-7	-4	-1	0	17	14	-1	1	-1	4	0	-3	-13	-12	2	-2	tijeras
-2	1	-2	1	45	69	8	-3	9	-2	0	-2	-17	-40	-3	3	-4	0	-1	3	16	48	7	-5	-5	-3	-1	-2	-21	-16	0	7	-2	1	0	-10	-24	-38	-1	-3	3	3	2	0	5	14	0	-6	-7	-1	2	0	21	-3	-5	0	5	0	-1	2	-29	-23	-2	3	ok
-4	1	2	3	18	-8	-7	-12	-4	0	-2	-9	-22	4	3	-6	7	-3	-5	-2	24	19	-4	25	1	-2	2	0	-28	-54	-8	-1	-20	3	0	0	20	33	4	-10	8	-1	1	-1	-6	3	-1	0	-4	-3	-2	0	8	-25	-7	-16	9	-2	-2	-1	3	51	3	4	ok
5	7	7	5	-28	-7	13	13	-16	-6	-6	-5	25	-59	-18	-25	-3	1	-1	1	-3	52	11	0	-5	-2	-3	-5	-45	-33	-9	-2	4	-1	0	5	44	54	8	9	-10	-2	-1	-4	4	24	7	-1	0	-4	-2	0	7	-22	-4	-1	-4	-3	-3	-1	-5	-30	-9	-6	ok
-1	-4	-5	-4	10	-48	-2	-4	7	7	5	5	-24	36	6	25	-1	-4	-4	-5	-58	-46	-2	-19	3	1	-1	-1	-12	-24	3	4	-7	7	4	0	12	24	6	16	4	-3	-5	-5	-14	-70	-14	-17	-11	-6	-8	-3	40	-24	-18	-4	3	3	7	9	-13	41	26	5	ok
0	7	4	4	-38	-18	1	3	7	0	-2	0	-34	-5	-9	-18	-16	3	-2	-2	38	28	1	-18	-7	4	7	13	-28	-5	4	17	0	-6	-1	-5	0	-7	-5	-4	-11	-3	-3	-9	-24	4	1	-1	27	1	-5	3	5	-13	1	17	-11	-2	0	4	14	-1	-5	-12	tijeras
-2	-2	-3	11	-8	-10	-13	-5	2	-4	-4	-30	16	4	-14	0	0	-1	-1	-7	-32	0	-6	2	-2	-4	-1	-2	7	-1	-1	-9	-2	-2	0	3	-1	8	11	-8	3	2	2	10	7	-2	7	22	-2	-1	2	2	6	-2	-8	1	0	-6	-2	-4	5	-3	3	0	piedra
-6	-1	-5	-5	-14	-5	-8	3	-6	1	5	5	-14	29	12	-10	7	-2	2	0	21	16	4	17	3	-4	-4	-5	-17	-29	-14	2	0	0	1	2	15	25	13	4	-1	0	-3	-4	-17	-31	-9	-8	-9	-2	-2	2	11	15	2	-17	-2	0	2	3	28	45	10	7	ok
-5	-13	6	-4	-22	-7	0	-8	-17	8	0	1	17	8	-2	0	14	0	-1	0	-12	26	-1	-2	-3	-3	3	4	22	-9	5	18	6	6	-8	-1	-19	-11	-2	5	7	-5	2	0	-1	-13	0	-1	-3	-1	0	-11	3	9	-2	1	-4	5	-1	-3	-19	-18	-7	-8	papel
11	10	-2	-3	1	16	4	-17	-25	-11	0	3	12	9	0	19	18	-8	-6	-3	13	23	-3	-19	-9	0	-4	0	36	14	-4	6	-4	-1	5	4	-21	-47	0	-11	4	7	-3	-5	-1	4	-4	7	20	19	-2	1	28	27	7	4	-2	-11	0	1	8	55	6	7	papel
4	33	26	0	16	25	4	-23	-12	-25	-13	-7	-15	-9	-9	-1	13	-9	-2	-6	1	39	0	5	22	31	-4	0	5	22	1	5	-2	-12	10	-6	-5	-5	-4	-3	12	12	-12	2	-26	-37	4	-13	-27	-44	0	-4	8	20	-2	-17	24	-4	-6	-7	17	-20	3	20	papel
-3	0	2	7	-12	-8	-4	-5	0	-1	4	-2	4	-15	1	3	1	-1	-5	-4	-2	-74	-24	-13	3	-2	-9	-11	0	32	15	7	-7	-1	3	16	10	91	10	13	3	1	0	-1	-13	-41	0	-10	-10	-4	-4	-4	28	18	0	13	-1	0	4	13	-38	9	-13	11	ok
28	-14	-1	-5	3	11	7	36	-88	-22	2	8	-8	5	7	0	-47	5	-10	1	14	-79	-3	6	2	0	12	2	23	31	-8	29	-14	-40	-6	-4	2	-1	-16	-23	32	15	0	-1	-2	17	13	9	27	20	1	6	-28	-39	5	4	-11	-2	-7	-12	20	-12	-5	-16	papel
-1	8	6	6	15	-5	10	-10	14	-13	-9	-3	-4	-24	-4	4	-4	-21	4	-5	-4	9	-2	-14	-26	-9	-9	-10	3	5	-7	18	6	2	-1	-2	-12	-13	0	6	-9	4	5	13	-1	-25	0	-5	4	33	2	1	18	77	5	15	-15	-26	-5	1	13	25	6	-11	papel
-9	-4	0	-2	-33	3	3	14	26	2	0	-4	15	13	2	7	-10	1	3	4	36	45	-3	-13	4	1	1	-1	-51	-55	-5	-8	0	-5	-8	-4	9	4	-6	15	-20	-2	1	-1	-13	-15	2	-10	3	-2	-2	-5	-2	24	1	6	-3	-2	-2	1	30	30	5	-10	ok
13	3	4	4	-15	-57	4	-16	-5	-3	7	28	28	81	5	-38	-20	-1	-2	-6	-20	-64	-14	32	30	6	0	-4	-17	-29	-1	-15	-7	-3	-4	-7	19	-14	-13	1	1	-4	-4	5	-7	-26	-11	1	11	1	1	8	-8	7	-2	-12	-22	-15	-10	-11	21	22	1	-11	ok
-1	-4	3	3	-6	-24	-27	-18	1	0	1	-7	-6	-10	-29	-10	-4	1	0	3	21	1	-7	-7	3	-4	1	3	-3	-11	11	-5	-10	1	-1	9	10	-7	-17	15	-7	0	-6	-28	-9	2	-17	-8	-12	-1	-2	-5	-1	19	50	-4	24	3	2	3	-3	-11	-6	10	piedra
33	11	13	34	38	111	83	126	-1	1	-2	-22	-18	-27	-128	-104	3	4	4	10	-15	21	128	41	-10	-2	-6	10	36	-3	14	44	-23	-6	-4	-15	-22	-57	-120	-54	66	4	0	-8	-3	23	21	4	3	3	2	3	19	38	112	76	9	-3	4	25	-5	-19	-128	-98	piedra
-5	4	-2	4	45	23	0	-5	4	-8	2	4	-30	-51	-2	8	-5	2	2	1	-14	-4	3	-6	3	-3	-2	-1	10	13	1	-3	-5	-4	-1	-3	6	10	-6	-3	-30	0	-2	-6	-25	-11	-4	-7	6	6	-1	1	6	3	0	0	28	-2	-4	-3	-22	-13	-2	7	tijeras
-6	-3	-4	5	8	-27	-14	-18	3	-10	4	3	3	7	4	13	1	3	-4	-11	44	24	-7	-5	-22	-24	2	9	11	39	8	3	21	17	-4	-3	-14	-22	0	-13	7	-34	0	5	35	13	-4	-6	-14	23	-2	0	27	10	1	-3	-4	25	9	-6	-17	-31	-4	2	papel
-22	-4	1	1	16	-1	1	-2	2	3	-4	-3	-3	27	-2	4	24	4	2	-2	-15	-17	0	4	-6	0	1	-1	5	-4	3	1	-8	-5	-5	-3	38	18	0	-2	1	3	8	10	-19	-37	-4	10	-19	-4	-4	-1	-13	-4	-3	-13	7	-3	1	-2	-1	-5	-1	1	tijeras
26	10	-5	-14	18	7	9	4	-3	-2	5	12	-13	-15	9	6	3	-1	-3	-14	-6	-3	-54	-13	-19	-22	1	-4	-1	4	37	14	15	21	14	13	8	-3	-46	-21	-17	-15	2	-6	12	1	85	22	0	-5	-9	-11	-2	9	-20	4	-57	9	2	7	-6	11	1	-14	piedra
1	1	2	2	-8	-35	0	-8	0	1	0	2	11	49	8	1	-1	-3	-2	-1	-25	-58	-15	-1	-1	2	1	2	7	-11	8	-6	5	-3	0	3	-1	14	3	-4	3	-2	-4	-7	5	-11	-3	-7	-12	-1	-2	-4	8	1	-9	-4	-2	-1	1	3	11	42	5	-1	ok
19	-7	-1	-3	25	73	-1	-2	-5	-6	2	6	6	-7	-1	15	17	-3	-3	-4	-4	8	7	25	-1	13	-1	-7	3	10	-1	-5	-10	1	0	3	-21	-42	-9	-9	1	12	2	0	-2	-18	-1	1	7	-24	-8	3	3	5	-1	4	-12	3	1	-5	-6	-9	0	-18	papel
-14	-3	-5	-2	42	28	1	-2	7	2	4	4	-13	-27	-5	-14	-8	-3	-2	3	11	-8	0	1	-11	-6	-1	-1	-10	7	0	1	-14	0	-5	-9	-1	10	-4	-10	48	5	0	1	5	9	1	9	1	-3	-1	0	19	18	1	-2	2	0	0	-3	-27	-33	-5	-5	tijeras
-5	-2	-3	-2	17	-11	-4	-6	8	-4	-3	-6	12	20	0	12	-7	-3	1	4	-37	-11	-2	0	0	-1	0	0	3	-8	-2	-1	-18	-3	-4	-3	23	40	-2	-15	39	4	-1	1	-16	-16	-3	8	-11	2	1	0	-33	-24	-1	3	9	3	-3	-3	12	15	-2	3	tijeras
